date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:24:32	97184/97184	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202017%2017:23:50%20GMT	http://symonmk.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	symonmk/symonmk.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://symonmk.com/)
10:24:34	4522/4522	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/_inc/build/spin.min.js?ver=1.3	symonmk/symonmk.com/wp-content/plugins/jetpack/_inc/build/spin.min4e44.js	(from http://symonmk.com/)
10:24:34	1806/1806	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/_inc/build/jquery.spin.min.js?ver=1.3	symonmk/symonmk.com/wp-content/plugins/jetpack/_inc/build/jquery.spin.min4e44.js	(from http://symonmk.com/)
10:24:36	619/619	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2029%20Jan%202018%2002:45:30%20GMT	http://symonmk.com/wp-content/plugins/wp-quicklatex/js/wp-quicklatex-frontend.js?ver=1.0	symonmk/symonmk.com/wp-content/plugins/wp-quicklatex/js/wp-quicklatex-frontend5152.js	(from http://symonmk.com/)
10:24:38	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2003%20Aug%202017%2017:23:51%20GMT	http://symonmk.com/wp-includes/wlwmanifest.xml	symonmk/symonmk.com/wp-includes/wlwmanifest.xml	(from http://symonmk.com/)
10:24:38	800/800	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jul%202018%2007:24:36%20GMT	http://symonmk.com/xmlrpc.php?rsd	symonmk/symonmk.com/xmlrpc0db0.php	(from http://symonmk.com/)
10:24:40	74118/74118	---MC-	200	added ('OK')	application/rss+xml	etag:%22a9e1924b97cc85d37ccfb3a522f5c432%22	http://symonmk.com/feed/	symonmk/symonmk.com/feed/index.html	(from http://symonmk.com/)
10:24:41	2170/2170	---MC-	200	added ('OK')	application/json	date:Wed,%2004%20Jul%202018%2007:24:39%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2F	symonmk/symonmk.com/wp-json/oembed/1.0/embed6f12.json	(from http://symonmk.com/)
10:24:44	2269/2269	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jul%202018%2007:24:41%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2F&format=xml	symonmk/symonmk.com/wp-json/oembed/1.0/embed3f92	(from http://symonmk.com/)
10:24:44	580/580	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/_inc/build/photon/photon.min.js?ver=20130122	symonmk/symonmk.com/wp-content/plugins/jetpack/_inc/build/photon/photon.minb3d9.js	(from http://symonmk.com/)
10:24:46	1015/1015	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.9.6	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/wpgroho1845.js	(from http://symonmk.com/)
10:24:48	70062/70062	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:45%20GMT	http://symonmk.com/blog/	symonmk/symonmk.com/blog/index.html	(from http://symonmk.com/)
10:24:50	99703/99703	---MC-	200	added ('OK')	application/json	date:Wed,%2004%20Jul%202018%2007:24:37%20GMT	http://symonmk.com/wp-json/	symonmk/symonmk.com/wp-json/index.html	(from http://symonmk.com/)
10:24:50	28748/28748	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:46%20GMT	http://symonmk.com/resume/	symonmk/symonmk.com/resume/index.html	(from http://symonmk.com/)
10:24:50	9451/9451	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/js/main.js?ver=4.9.6	symonmk/symonmk.com/wp-content/themes/astrid/js/main1845.js	(from http://symonmk.com/)
10:24:50	3940/3940	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/js/scripts.min.js?ver=4.9.6	symonmk/symonmk.com/wp-content/themes/astrid/js/scripts.min1845.js	(from http://symonmk.com/)
10:24:51	28073/28073	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/_inc/build/carousel/jetpack-carousel.min.js?ver=20170209	symonmk/symonmk.com/wp-content/plugins/jetpack/_inc/build/carousel/jetpack-carousel.mina4d5.js	(from http://symonmk.com/)
10:24:52	43869/43869	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:51%20GMT	http://symonmk.com/contact/	symonmk/symonmk.com/contact/index.html	(from http://symonmk.com/)
10:24:52	1398/1398	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202017%2017:23:50%20GMT	http://symonmk.com/wp-includes/js/wp-embed.min.js?ver=4.9.6	symonmk/symonmk.com/wp-includes/js/wp-embed.min1845.js	(from http://symonmk.com/)
10:24:59	64975/64975	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:57%20GMT	http://symonmk.com/fpgas-digital-communications/	symonmk/symonmk.com/fpgas-digital-communications/index.html	(from http://symonmk.com/)
10:24:59	64439/64439	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:57%20GMT	http://symonmk.com/ultimate-broadcast-facility/	symonmk/symonmk.com/ultimate-broadcast-facility/index.html	(from http://symonmk.com/)
10:25:01	78427/78427	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:57%20GMT	http://symonmk.com/off-grid-communications-for-the-masses-smart-metering/	symonmk/symonmk.com/off-grid-communications-for-the-masses-smart-metering/index.html	(from http://symonmk.com/)
10:25:01	74737/74737	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:24:57%20GMT	http://symonmk.com/design-wireless-systems/	symonmk/symonmk.com/design-wireless-systems/index.html	(from http://symonmk.com/)
10:25:02	65726/65726	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:01%20GMT	http://symonmk.com/intro-computer-vision/	symonmk/symonmk.com/intro-computer-vision/index.html	(from http://symonmk.com/)
10:25:03	53043/53043	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:02%20GMT	http://symonmk.com/category/broadcast/	symonmk/symonmk.com/category/broadcast/index.html	(from http://symonmk.com/)
10:25:04	28927/28927	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:03%20GMT	http://symonmk.com/category/conferences-and-seminars/	symonmk/symonmk.com/category/conferences-and-seminars/index.html	(from http://symonmk.com/)
10:25:06	60292/60292	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:04%20GMT	http://symonmk.com/category/communication/	symonmk/symonmk.com/category/communication/index.html	(from http://symonmk.com/)
10:25:06	68906/68906	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:05%20GMT	http://symonmk.com/category/engineering/	symonmk/symonmk.com/category/engineering/index.html	(from http://symonmk.com/)
10:25:08	42321/42321	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:06%20GMT	http://symonmk.com/category/programming/	symonmk/symonmk.com/category/programming/index.html	(from http://symonmk.com/)
10:25:10	45598/45598	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:06%20GMT	http://symonmk.com/category/projects/	symonmk/symonmk.com/category/projects/index.html	(from http://symonmk.com/)
10:25:12	68089/68089	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:08%20GMT	http://symonmk.com/category/research/	symonmk/symonmk.com/category/research/index.html	(from http://symonmk.com/)
10:25:18	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.eot?v=4.5.0	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont3295.eot	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:23	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.eot?	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfontd41d.eot	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:27	365616/365616	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.svg?v=4.5.0	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont3295.svg	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:28	66624/66624	---MCZ	200	added ('OK')	text/plain	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.woff2?v=4.5.0	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont3295.woff2	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:30	83588/83588	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.woff?v=4.5.0	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont3295.woff	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:31	4529/4529	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:32	46715/46715	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:29%20GMT	http://symonmk.com/category/signals/	symonmk/symonmk.com/category/signals/index.html	(from http://symonmk.com/)
10:25:33	10063/10063	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:34	39429/39429	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:32%20GMT	http://symonmk.com/category/skills/	symonmk/symonmk.com/category/skills/index.html	(from http://symonmk.com/)
10:25:36	1318/1318	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite.png?5	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/carousel-spritee4da.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:36	33004/33004	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:33%20GMT	http://symonmk.com/category/uncategorized/	symonmk/symonmk.com/category/uncategorized/index.html	(from http://symonmk.com/)
10:25:38	2076/2076	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2x.png?5	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2xe4da.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:40	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2003%20Jan%202018%2012:55:31%20GMT	http://symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont.ttf?v=4.5.0	symonmk/symonmk.com/wp-content/themes/astrid/fonts/fontawesome-webfont3295.ttf	(from http://symonmk.com/wp-content/themes/astrid/fonts/font-awesome.min.css?ver=4.9.6)
10:25:40	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:42	32762/32762	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:39%20GMT	http://symonmk.com/2018/05/	symonmk/symonmk.com/2018/05/index.html	(from http://symonmk.com/)
10:25:42	48468/48468	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:38%20GMT	http://symonmk.com/category/work/	symonmk/symonmk.com/category/work/index.html	(from http://symonmk.com/)
10:25:42	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:42	37715/37715	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:42%20GMT	http://symonmk.com/2018/04/	symonmk/symonmk.com/2018/04/index.html	(from http://symonmk.com/)
10:25:42	5704/5704	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:43	2039/2039	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:47	27730/27730	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:46%20GMT	http://symonmk.com/2017/12/	symonmk/symonmk.com/2017/12/index.html	(from http://symonmk.com/)
10:25:47	32699/32699	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:46%20GMT	http://symonmk.com/2018/01/	symonmk/symonmk.com/2018/01/index.html	(from http://symonmk.com/)
10:25:49	32125/32125	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:46%20GMT	http://symonmk.com/2018/03/	symonmk/symonmk.com/2018/03/index.html	(from http://symonmk.com/)
10:25:49	2072/2072	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Mar%202018%2009:27:16%20GMT	http://symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	symonmk/symonmk.com/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from http://symonmk.com/wp-content/plugins/jetpack/css/jetpack.css?ver=5.9)
10:25:49	32726/32726	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:46%20GMT	http://symonmk.com/2018/02/	symonmk/symonmk.com/2018/02/index.html	(from http://symonmk.com/)
10:25:50	27767/27767	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:49%20GMT	http://symonmk.com/2017/11/	symonmk/symonmk.com/2017/11/index.html	(from http://symonmk.com/)
10:25:52	27456/27456	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:50%20GMT	http://symonmk.com/2017/08/	symonmk/symonmk.com/2017/08/index.html	(from http://symonmk.com/)
10:25:52	27980/27980	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:51%20GMT	http://symonmk.com/2017/09/	symonmk/symonmk.com/2017/09/index.html	(from http://symonmk.com/)
10:25:53	20382/20382	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jul%202018%2007:25:51%20GMT	http://symonmk.com/blog/linkid.js	symonmk/symonmk.com/blog/linkid.js	(from http://symonmk.com/blog/)
10:25:53	31524/31524	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:52%20GMT	http://symonmk.com/2017/07/	symonmk/symonmk.com/2017/07/index.html	(from http://symonmk.com/)
10:25:54	29077/29077	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:53%20GMT	http://symonmk.com/2017/05/	symonmk/symonmk.com/2017/05/index.html	(from http://symonmk.com/)
10:25:55	26067/26067	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:54%20GMT	http://symonmk.com/2017/04/	symonmk/symonmk.com/2017/04/index.html	(from http://symonmk.com/)
10:25:56	28440/28440	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:56%20GMT	http://symonmk.com/2017/03/	symonmk/symonmk.com/2017/03/index.html	(from http://symonmk.com/)
10:25:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jul%202018%2007:25:57%20GMT	http://symonmk.com/author/symonmk/	symonmk/symonmk.com/author/symonmk/index.html	(from http://symonmk.com/blog/)
10:25:58	61670/61670	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:56%20GMT	http://symonmk.com/blog/page/2/	symonmk/symonmk.com/blog/page/2/index.html	(from http://symonmk.com/blog/)
10:25:58	20382/20382	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jul%202018%2007:25:58%20GMT	http://symonmk.com/resume/linkid.js	symonmk/symonmk.com/resume/linkid.js	(from http://symonmk.com/resume/)
10:26:00	70436/70436	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:58%20GMT	http://symonmk.com/what-systems-engineer-do/	symonmk/symonmk.com/what-systems-engineer-do/index.html	(from http://symonmk.com/blog/)
10:26:01	63616/63616	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:25:59%20GMT	http://symonmk.com/future-trends/	symonmk/symonmk.com/future-trends/index.html	(from http://symonmk.com/blog/)
10:26:02	63810/63810	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:01%20GMT	http://symonmk.com/audio-quality-consistency/	symonmk/symonmk.com/audio-quality-consistency/index.html	(from http://symonmk.com/blog/)
10:26:02	2180/2180	---MC-	200	added ('OK')	application/json	date:Wed,%2004%20Jul%202018%2007:26:02%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2Fresume%2F	symonmk/symonmk.com/wp-json/oembed/1.0/embed95fa.json	(from http://symonmk.com/resume/)
10:26:05	2277/2277	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jul%202018%2007:26:05%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2Fresume%2F&format=xml	symonmk/symonmk.com/wp-json/oembed/1.0/embed2ad1	(from http://symonmk.com/resume/)
10:26:08	20382/20382	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jul%202018%2007:26:07%20GMT	http://symonmk.com/contact/linkid.js	symonmk/symonmk.com/contact/linkid.js	(from http://symonmk.com/contact/)
10:26:09	49770/49770	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:08%20GMT	http://symonmk.com/broadcast-systems-engineer/	symonmk/symonmk.com/broadcast-systems-engineer/index.html	(from http://symonmk.com/resume/)
10:26:10	57176/57176	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:10%20GMT	http://symonmk.com/choosing-an-automation-playout/	symonmk/symonmk.com/choosing-an-automation-playout/index.html	(from http://symonmk.com/resume/)
10:26:12	2185/2185	---MC-	200	added ('OK')	application/json	date:Wed,%2004%20Jul%202018%2007:26:11%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2Fcontact%2F	symonmk/symonmk.com/wp-json/oembed/1.0/embedf359.json	(from http://symonmk.com/contact/)
10:26:12	56044/56044	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:12%20GMT	http://symonmk.com/visual-radio/	symonmk/symonmk.com/visual-radio/index.html	(from http://symonmk.com/resume/)
10:26:14	2282/2282	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jul%202018%2007:26:14%20GMT	http://symonmk.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsymonmk.com%2Fcontact%2F&format=xml	symonmk/symonmk.com/wp-json/oembed/1.0/embedf589	(from http://symonmk.com/contact/)
10:26:15	62795/62795	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:14%20GMT	http://symonmk.com/quick-guide-radio-transmission/	symonmk/symonmk.com/quick-guide-radio-transmission/index.html	(from http://symonmk.com/resume/)
10:26:17	46360/46360	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Dec%202017%2008:48:14%20GMT	http://symonmk.com/wp-includes/css/dashicons.min.css?ver=4.9.6	symonmk/symonmk.com/wp-includes/css/dashicons.min1845.css	(from http://symonmk.com/contact/)
10:26:19	68184/68184	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:17%20GMT	http://symonmk.com/strongest-microwave-links/	symonmk/symonmk.com/strongest-microwave-links/index.html	(from http://symonmk.com/blog/)
10:26:19	16389/16389	---MCZ	200	added ('OK')	text/css	date:Fri,%2016%20Mar%202018%2009:27:31%20GMT	http://symonmk.com/wp-content/plugins/ninja-forms/assets/css/display-structure.css?ver=4.9.6	symonmk/symonmk.com/wp-content/plugins/ninja-forms/assets/css/display-structure1845.css	(from http://symonmk.com/contact/)
10:26:21	73177/73177	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jul%202018%2007:26:18%20GMT	http://symonmk.com/5g-4-key-technologies/	symonmk/symonmk.com/5g-4-key-technologies/index.html	(from http://symonmk.com/blog/)
10:26:21	16410/16410	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202017%2017:23:50%20GMT	http://symonmk.com/wp-includes/js/underscore.min.js?ver=1.8.3	symonmk/symonmk.com/wp-includes/js/underscore.min4511.js	(from http://symonmk.com/contact/)
10:26:21	23318/23318	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202017%2017:23:50%20GMT	http://symonmk.com/wp-includes/js/backbone.min.js?ver=1.2.3	symonmk/symonmk.com/wp-includes/js/backbone.min9632.js	(from http://symonmk.com/contact/)
10:26:23	61612/61612	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2009:27:31%20GMT	http://symonmk.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps.js?ver=3.2.16	symonmk/symonmk.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-depsc5af.js	(from http://symonmk.com/contact/)
